"x","y","group"
-91.5944,34.568,"1_1_1"
-91.5955,34.4805,"1_1_1"
-91.7052,34.4827,"1_1_1"
-91.7118,34.2339,"1_1_1"
-91.5991,34.2315,"1_1_1"
-91.5927,34.2288,"1_1_1"
-91.5948,34.2122,"1_1_1"
-91.5798,34.2153,"1_1_1"
-91.5826,34.2176,"1_1_1"
-91.5768,34.2234,"1_1_1"
-91.536,34.2226,"1_1_1"
-91.5286,34.2152,"1_1_1"
-91.5307,34.2024,"1_1_1"
-91.524,34.192,"1_1_1"
-91.5277,34.1832,"1_1_1"
-91.5148,34.1719,"1_1_1"
-91.521,34.1636,"1_1_1"
-91.5153,34.1569,"1_1_1"
-91.5154,34.143,"1_1_1"
-91.5075,34.1429,"1_1_1"
-91.4971,34.1501,"1_1_1"
-91.4932,34.1272,"1_1_1"
-91.4763,34.1354,"1_1_1"
-91.4629,34.1356,"1_1_1"
-91.4525,34.1341,"1_1_1"
-91.4507,34.1281,"1_1_1"
-91.4472,34.13,"1_1_1"
-91.4429,34.1258,"1_1_1"
-91.4484,34.1211,"1_1_1"
-91.4382,34.0963,"1_1_1"
-91.4426,34.0881,"1_1_1"
-91.4317,34.0877,"1_1_1"
-91.4461,34.0805,"1_1_1"
-91.4359,34.0684,"1_1_1"
-91.4371,34.0347,"1_1_1"
-91.433,34.022,"1_1_1"
-91.4084,34.0045,"1_1_1"
-91.3942,33.9835,"1_1_1"
-91.3858,33.9803,"1_1_1"
-91.3736,33.9822,"1_1_1"
-91.3526,34.0011,"1_1_1"
-91.3402,34.0052,"1_1_1"
-91.3261,34.0032,"1_1_1"
-91.3169,33.9937,"1_1_1"
-91.3255,33.9795,"1_1_1"
-91.3566,33.9649,"1_1_1"
-91.3518,33.9562,"1_1_1"
-91.3092,33.9601,"1_1_1"
-91.2792,33.9739,"1_1_1"
-91.2713,33.9722,"1_1_1"
-91.2625,33.9573,"1_1_1"
-91.2541,33.9562,"1_1_1"
-91.2386,33.9745,"1_1_1"
-91.2282,33.978,"1_1_1"
-91.2143,33.9724,"1_1_1"
-91.2104,33.9551,"1_1_1"
-91.1973,33.9532,"1_1_1"
-91.1701,33.9587,"1_1_1"
-91.1608,33.9426,"1_1_1"
-91.1514,33.9375,"1_1_1"
-91.1326,33.9564,"1_1_1"
-91.1455,33.973,"1_1_1"
-91.1583,33.9784,"1_1_1"
-91.1565,33.992,"1_1_1"
-91.1652,34.0098,"1_1_1"
-91.1721,34.0159,"1_1_1"
-91.1844,34.0175,"1_1_1"
-91.1846,34.0302,"1_1_1"
-91.1948,34.0345,"1_1_1"
-91.1965,34.0517,"1_1_1"
-91.1878,34.0619,"1_1_1"
-91.1943,34.072,"1_1_1"
-91.1836,34.0726,"1_1_1"
-91.1863,34.0813,"1_1_1"
-91.1683,34.0943,"1_1_1"
-91.1579,34.0859,"1_1_1"
-91.1499,34.0853,"1_1_1"
-91.1508,34.1033,"1_1_1"
-91.1413,34.1017,"1_1_1"
-91.1424,34.1113,"1_1_1"
-91.1236,34.1063,"1_1_1"
-91.1107,34.1313,"1_1_1"
-91.1001,34.1294,"1_1_1"
-91.0957,34.1408,"1_1_1"
-91.0784,34.1442,"1_1_1"
-91.0903,34.1543,"1_1_1"
-91.0833,34.1612,"1_1_1"
-91.0941,34.1758,"1_1_1"
-91.087,34.1809,"1_1_1"
-91.0943,34.1883,"1_1_1"
-91.0875,34.202,"1_1_1"
-91.0785,34.1966,"1_1_1"
-91.0726,34.1979,"1_1_1"
-91.0692,34.2118,"1_1_1"
-91.0606,34.2167,"1_1_1"
-91.0668,34.2252,"1_1_1"
-91.0661,34.2401,"1_1_1"
-91.0791,34.2493,"1_1_1"
-91.0773,34.2524,"1_1_1"
-91.0688,34.2501,"1_1_1"
-91.0625,34.2556,"1_1_1"
-91.0686,34.2603,"1_1_1"
-91.0645,34.2649,"1_1_1"
-91.0752,34.2677,"1_1_1"
-91.0735,34.2781,"1_1_1"
-91.0779,34.2823,"1_1_1"
-91.0697,34.2982,"1_1_1"
-91.0648,34.2956,"1_1_1"
-91.0646,34.2877,"1_1_1"
-91.0585,34.2887,"1_1_1"
-91.0648,34.3114,"1_1_1"
-91.055,34.3094,"1_1_1"
-91.0521,34.3141,"1_1_1"
-91.0643,34.3195,"1_1_1"
-91.0544,34.3223,"1_1_1"
-91.0546,34.3352,"1_1_1"
-91.0688,34.3382,"1_1_1"
-91.0779,34.3482,"1_1_1"
-91.0924,34.3435,"1_1_1"
-91.0962,34.3509,"1_1_1"
-91.1086,34.354,"1_1_1"
-91.1049,34.365,"1_1_1"
-91.1305,34.3807,"1_1_1"
-91.1361,34.4016,"1_1_1"
-91.15,34.4023,"1_1_1"
-91.1659,34.4121,"1_1_1"
-91.1654,34.4183,"1_1_1"
-91.1566,34.4174,"1_1_1"
-91.1532,34.4212,"1_1_1"
-91.1612,34.4352,"1_1_1"
-91.1702,34.4336,"1_1_1"
-91.1754,34.451,"1_1_1"
-91.181,34.4512,"1_1_1"
-91.1909,34.4399,"1_1_1"
-91.2021,34.4454,"1_1_1"
-91.2179,34.4422,"1_1_1"
-91.2203,34.4534,"1_1_1"
-91.2101,34.4507,"1_1_1"
-91.2063,34.455,"1_1_1"
-91.2227,34.4638,"1_1_1"
-91.2092,34.4832,"1_1_1"
-91.2173,34.4872,"1_1_1"
-91.2278,34.4794,"1_1_1"
-91.2404,34.4875,"1_1_1"
-91.2521,34.4877,"1_1_1"
-91.2553,34.4921,"1_1_1"
-91.2515,34.5022,"1_1_1"
-91.2667,34.5051,"1_1_1"
-91.2609,34.5266,"1_1_1"
-91.3002,34.5329,"1_1_1"
-91.2929,34.5459,"1_1_1"
-91.2915,34.5618,"1_1_1"
-91.5944,34.568,"1_1_1"
-92.113,33.2116,"2_1_1"
-92.1177,33.2053,"2_1_1"
-92.1281,33.2091,"2_1_1"
-92.1361,33.1964,"2_1_1"
-92.1385,33.188,"2_1_1"
-92.1311,33.1892,"2_1_1"
-92.1283,33.1832,"2_1_1"
-92.135,33.1838,"2_1_1"
-92.1293,33.1801,"2_1_1"
-92.1375,33.163,"2_1_1"
-92.112,33.159,"2_1_1"
-92.1081,33.1452,"2_1_1"
-92.1189,33.145,"2_1_1"
-92.113,33.1347,"2_1_1"
-92.1182,33.1215,"2_1_1"
-92.1283,33.1196,"2_1_1"
-92.1367,33.1022,"2_1_1"
-92.1436,33.0982,"2_1_1"
-92.1325,33.0964,"2_1_1"
-92.1352,33.0891,"2_1_1"
-92.1294,33.0702,"2_1_1"
-92.1144,33.0702,"2_1_1"
-92.109,33.0521,"2_1_1"
-92.1153,33.0466,"2_1_1"
-92.1085,33.032,"2_1_1"
-92.0827,33.0313,"2_1_1"
-92.0778,33.0162,"2_1_1"
-92.0691,33.0082,"2_1_1"
-91.4604,33.0059,"2_1_1"
-91.4574,33.389,"2_1_1"
-91.9902,33.3982,"2_1_1"
-91.9869,33.3873,"2_1_1"
-91.9599,33.3783,"2_1_1"
-91.9701,33.3682,"2_1_1"
-91.9671,33.3565,"2_1_1"
-91.9713,33.3506,"2_1_1"
-91.9805,33.346,"2_1_1"
-91.9894,33.3484,"2_1_1"
-91.9735,33.3206,"2_1_1"
-91.9773,33.302,"2_1_1"
-91.9946,33.2979,"2_1_1"
-91.9941,33.3047,"2_1_1"
-92.001,33.3041,"2_1_1"
-92.0093,33.2974,"2_1_1"
-92.0009,33.2865,"2_1_1"
-92.0055,33.2827,"2_1_1"
-92.0104,33.2849,"2_1_1"
-92.0265,33.2744,"2_1_1"
-92.0305,33.2826,"2_1_1"
-92.0421,33.2782,"2_1_1"
-92.0365,33.2687,"2_1_1"
-92.0483,33.2634,"2_1_1"
-92.0442,33.2569,"2_1_1"
-92.0523,33.2528,"2_1_1"
-92.0596,33.2574,"2_1_1"
-92.0646,33.2496,"2_1_1"
-92.0682,33.253,"2_1_1"
-92.0735,33.2508,"2_1_1"
-92.0712,33.2383,"2_1_1"
-92.0884,33.2387,"2_1_1"
-92.09,33.2348,"2_1_1"
-92.0854,33.2336,"2_1_1"
-92.0931,33.2216,"2_1_1"
-92.1028,33.2184,"2_1_1"
-92.1042,33.2237,"2_1_1"
-92.1159,33.2229,"2_1_1"
-92.113,33.2116,"2_1_1"
-92.113,33.2122,"2_1_2"
-92.113,33.2122,"2_1_2"
-92.1129,33.2123,"2_1_2"
-92.113,33.2122,"2_1_2"
-92.1503,36.4986,"3_1_1"
-92.5291,36.4986,"3_1_1"
-92.5332,36.3866,"3_1_1"
-92.5496,36.3869,"3_1_1"
-92.5526,36.3794,"3_1_1"
-92.5923,36.3589,"3_1_1"
-92.5947,36.3537,"3_1_1"
-92.5786,36.3422,"3_1_1"
-92.5296,36.3485,"3_1_1"
-92.5325,36.3305,"3_1_1"
-92.5602,36.335,"3_1_1"
-92.5707,36.3227,"3_1_1"
-92.5747,36.3078,"3_1_1"
-92.5703,36.3056,"3_1_1"
-92.5475,36.3135,"3_1_1"
-92.5246,36.3004,"3_1_1"
-92.5249,36.287,"3_1_1"
-92.5431,36.2691,"3_1_1"
-92.5426,36.2629,"3_1_1"
-92.5208,36.2689,"3_1_1"
-92.494,36.2563,"3_1_1"
-92.4713,36.256,"3_1_1"
-92.4764,36.2274,"3_1_1"
-92.4588,36.2165,"3_1_1"
-92.4793,36.2014,"3_1_1"
-92.4791,36.1935,"3_1_1"
-92.4692,36.1818,"3_1_1"
-92.4418,36.1642,"3_1_1"
-92.4325,36.1685,"3_1_1"
-92.4259,36.1784,"3_1_1"
-92.4284,36.1638,"3_1_1"
-92.4132,36.1628,"3_1_1"
-92.408,36.1584,"3_1_1"
-92.4086,36.1494,"3_1_1"
-92.4264,36.1494,"3_1_1"
-92.4268,36.1348,"3_1_1"
-92.4092,36.1347,"3_1_1"
-92.4143,35.9759,"3_1_1"
-92.3072,35.974,"3_1_1"
-92.305,36.0611,"3_1_1"
-92.1976,36.0593,"3_1_1"
-92.1957,36.133,"3_1_1"
-92.2152,36.1334,"3_1_1"
-92.214,36.175,"3_1_1"
-92.1599,36.1737,"3_1_1"
-92.1503,36.4986,"3_1_1"
-93.8668,36.4987,"4_1_1"
-94.6177,36.4995,"4_1_1"
-94.5521,36.1021,"4_1_1"
-94.3911,36.0994,"4_1_1"
-94.3898,36.1427,"4_1_1"
-94.3364,36.1422,"4_1_1"
-94.3336,36.2147,"4_1_1"
-94.0175,36.2083,"4_1_1"
-94.0142,36.2156,"4_1_1"
-94.0241,36.214,"4_1_1"
-94.0254,36.2223,"4_1_1"
-94.004,36.2308,"4_1_1"
-93.9977,36.2246,"4_1_1"
-94.0097,36.2223,"4_1_1"
-94.0097,36.216,"4_1_1"
-94.0029,36.2176,"4_1_1"
-93.9955,36.21,"4_1_1"
-93.9841,36.2123,"4_1_1"
-93.9752,36.2037,"4_1_1"
-93.9763,36.2237,"4_1_1"
-93.9703,36.2296,"4_1_1"
-93.9585,36.2208,"4_1_1"
-93.954,36.2332,"4_1_1"
-93.943,36.2319,"4_1_1"
-93.9423,36.2362,"4_1_1"
-93.8696,36.2349,"4_1_1"
-93.8691,36.3075,"4_1_1"
-93.815,36.3072,"4_1_1"
-93.8155,36.313,"4_1_1"
-93.8214,36.309,"4_1_1"
-93.8322,36.3127,"4_1_1"
-93.8332,36.3232,"4_1_1"
-93.8436,36.322,"4_1_1"
-93.8495,36.3305,"4_1_1"
-93.8558,36.3179,"4_1_1"
-93.8591,36.32,"4_1_1"
-93.8527,36.3335,"4_1_1"
-93.8562,36.3368,"4_1_1"
-93.8626,36.3341,"4_1_1"
-93.8621,36.3393,"4_1_1"
-93.868,36.336,"4_1_1"
-93.8668,36.3766,"4_1_1"
-93.8731,36.3701,"4_1_1"
-93.8743,36.3748,"4_1_1"
-93.8777,36.3684,"4_1_1"
-93.8816,36.3719,"4_1_1"
-93.8757,36.3793,"4_1_1"
-93.8854,36.3721,"4_1_1"
-93.8904,36.378,"4_1_1"
-93.8806,36.3848,"4_1_1"
-93.8826,36.3939,"4_1_1"
-93.8725,36.3936,"4_1_1"
-93.8724,36.3847,"4_1_1"
-93.867,36.3864,"4_1_1"
-93.8668,36.4987,"4_1_1"
-92.8542,36.4975,"5_1_1"
-93.2961,36.4985,"5_1_1"
-93.3001,36.1213,"5_1_1"
-92.8907,36.1141,"5_1_1"
-92.885,36.4907,"5_1_1"
-92.8737,36.4757,"5_1_1"
-92.8612,36.4729,"5_1_1"
-92.8547,36.4646,"5_1_1"
-92.8542,36.4975,"5_1_1"
-92.113,33.2122,"6_1_1"
-92.1129,33.2123,"6_1_1"
-92.113,33.2121,"6_1_1"
-92.113,33.2122,"6_1_1"
-92.1131,33.2122,"6_2_1"
-92.1159,33.2229,"6_2_1"
-92.1042,33.2237,"6_2_1"
-92.1034,33.2185,"6_2_1"
-92.096,33.2204,"6_2_1"
-92.0878,33.2267,"6_2_1"
-92.0875,33.2393,"6_2_1"
-92.0712,33.2383,"6_2_1"
-92.073,33.2512,"6_2_1"
-92.0678,33.253,"6_2_1"
-92.0646,33.2496,"6_2_1"
-92.0596,33.2574,"6_2_1"
-92.0523,33.2528,"6_2_1"
-92.0442,33.2569,"6_2_1"
-92.0483,33.2634,"6_2_1"
-92.0365,33.2687,"6_2_1"
-92.0421,33.2782,"6_2_1"
-92.0305,33.2826,"6_2_1"
-92.0265,33.2744,"6_2_1"
-92.0104,33.2849,"6_2_1"
-92.0061,33.2824,"6_2_1"
-92.0009,33.2865,"6_2_1"
-92.0093,33.2974,"6_2_1"
-92.004,33.3019,"6_2_1"
-91.9951,33.3048,"6_2_1"
-91.9923,33.3012,"6_2_1"
-91.996,33.2985,"6_2_1"
-91.9817,33.2987,"6_2_1"
-91.9758,33.3063,"6_2_1"
-91.9735,33.3206,"6_2_1"
-91.9894,33.3484,"6_2_1"
-91.9805,33.346,"6_2_1"
-91.9713,33.3506,"6_2_1"
-91.9671,33.3565,"6_2_1"
-91.9701,33.3682,"6_2_1"
-91.9601,33.3789,"6_2_1"
-91.9869,33.3873,"6_2_1"
-92.0023,33.4165,"6_2_1"
-92.0007,33.4273,"6_2_1"
-91.9919,33.4367,"6_2_1"
-91.9963,33.4421,"6_2_1"
-92.0117,33.4462,"6_2_1"
-92.0153,33.4571,"6_2_1"
-91.9997,33.4731,"6_2_1"
-92.0089,33.4862,"6_2_1"
-92.008,33.4942,"6_2_1"
-91.9991,33.5001,"6_2_1"
-92.0062,33.5109,"6_2_1"
-91.9996,33.5149,"6_2_1"
-92.005,33.5161,"6_2_1"
-92.0025,33.5199,"6_2_1"
-92.0083,33.5226,"6_2_1"
-92.0081,33.5295,"6_2_1"
-91.9761,33.5297,"6_2_1"
-91.9758,33.7044,"6_2_1"
-92.3309,33.7078,"6_2_1"
-92.329,33.6947,"6_2_1"
-92.3201,33.6823,"6_2_1"
-92.3271,33.6618,"6_2_1"
-92.3206,33.6473,"6_2_1"
-92.3207,33.6325,"6_2_1"
-92.3306,33.603,"6_2_1"
-92.321,33.5853,"6_2_1"
-92.3259,33.5711,"6_2_1"
-92.3142,33.5512,"6_2_1"
-92.3238,33.5304,"6_2_1"
-92.3111,33.4997,"6_2_1"
-92.3222,33.486,"6_2_1"
-92.3202,33.4691,"6_2_1"
-92.3296,33.4565,"6_2_1"
-92.328,33.4436,"6_2_1"
-92.3405,33.4309,"6_2_1"
-92.3372,33.4229,"6_2_1"
-92.3413,33.4146,"6_2_1"
-92.3553,33.4017,"6_2_1"
-92.3603,33.3795,"6_2_1"
-92.3765,33.3767,"6_2_1"
-92.3718,33.3671,"6_2_1"
-92.3821,33.346,"6_2_1"
-92.3825,33.3388,"6_2_1"
-92.3771,33.3376,"6_2_1"
-92.3789,33.3149,"6_2_1"
-92.3512,33.3014,"6_2_1"
-92.3584,33.2816,"6_2_1"
-92.3464,33.2818,"6_2_1"
-92.3363,33.2755,"6_2_1"
-92.3276,33.2795,"6_2_1"
-92.3265,33.2628,"6_2_1"
-92.3099,33.2644,"6_2_1"
-92.3127,33.2728,"6_2_1"
-92.3032,33.2726,"6_2_1"
-92.2965,33.2808,"6_2_1"
-92.2913,33.2748,"6_2_1"
-92.2934,33.2649,"6_2_1"
-92.271,33.2663,"6_2_1"
-92.2681,33.2548,"6_2_1"
-92.2557,33.2571,"6_2_1"
-92.2429,33.2504,"6_2_1"
-92.237,33.2586,"6_2_1"
-92.2246,33.2533,"6_2_1"
-92.2254,33.2426,"6_2_1"
-92.234,33.2329,"6_2_1"
-92.211,33.2247,"6_2_1"
-92.2225,33.222,"6_2_1"
-92.2239,33.2107,"6_2_1"
-92.2155,33.2096,"6_2_1"
-92.2098,33.2019,"6_2_1"
-92.202,33.205,"6_2_1"
-92.1955,33.2016,"6_2_1"
-92.1794,33.2134,"6_2_1"
-92.1791,33.1975,"6_2_1"
-92.1743,33.1945,"6_2_1"
-92.1819,33.1883,"6_2_1"
-92.1731,33.1898,"6_2_1"
-92.1745,33.1827,"6_2_1"
-92.1677,33.1848,"6_2_1"
-92.1687,33.1788,"6_2_1"
-92.1628,33.1733,"6_2_1"
-92.1706,33.1627,"6_2_1"
-92.1603,33.1618,"6_2_1"
-92.1615,33.1684,"6_2_1"
-92.1502,33.1704,"6_2_1"
-92.145,33.1682,"6_2_1"
-92.1475,33.1615,"6_2_1"
-92.1375,33.163,"6_2_1"
-92.1293,33.1801,"6_2_1"
-92.135,33.1838,"6_2_1"
-92.1283,33.1832,"6_2_1"
-92.1311,33.1892,"6_2_1"
-92.1385,33.188,"6_2_1"
-92.1361,33.1964,"6_2_1"
-92.1281,33.2091,"6_2_1"
-92.1177,33.2053,"6_2_1"
-92.1131,33.2122,"6_2_1"
-92.3342,33.795,"7_1_1"
-92.5831,33.8022,"7_1_1"
-92.587,33.7313,"7_1_1"
-92.5999,33.7228,"7_1_1"
-92.5996,33.7111,"7_1_1"
-92.6046,33.7072,"7_1_1"
-92.6355,33.6931,"7_1_1"
-92.6487,33.6634,"7_1_1"
-92.6748,33.6576,"7_1_1"
-92.6839,33.6599,"7_1_1"
-92.703,33.6495,"7_1_1"
-92.7158,33.6549,"7_1_1"
-92.727,33.6492,"7_1_1"
-92.7267,33.6383,"7_1_1"
-92.7355,33.6198,"7_1_1"
-92.7253,33.6085,"7_1_1"
-92.7138,33.6054,"7_1_1"
-92.71,33.5818,"7_1_1"
-92.7152,33.5566,"7_1_1"
-92.72,33.5519,"7_1_1"
-92.7296,33.5637,"7_1_1"
-92.7502,33.5435,"7_1_1"
-92.7598,33.5523,"7_1_1"
-92.7714,33.5485,"7_1_1"
-92.7754,33.5515,"7_1_1"
-92.7759,33.5365,"7_1_1"
-92.7593,33.5307,"7_1_1"
-92.7647,33.5249,"7_1_1"
-92.7626,33.5179,"7_1_1"
-92.7735,33.5098,"7_1_1"
-92.7547,33.5037,"7_1_1"
-92.7631,33.5009,"7_1_1"
-92.7662,33.4942,"7_1_1"
-92.7539,33.4845,"7_1_1"
-92.7384,33.4854,"7_1_1"
-92.7363,33.4949,"7_1_1"
-92.7182,33.4855,"7_1_1"
-92.7208,33.4667,"7_1_1"
-92.7277,33.4666,"7_1_1"
-92.7246,33.4602,"7_1_1"
-92.7171,33.4579,"7_1_1"
-92.7167,33.4519,"7_1_1"
-92.7062,33.4535,"7_1_1"
-92.7074,33.4591,"7_1_1"
-92.7035,33.458,"7_1_1"
-92.7051,33.4312,"7_1_1"
-92.6532,33.434,"7_1_1"
-92.6556,33.4233,"7_1_1"
-92.644,33.4256,"7_1_1"
-92.6466,33.4164,"7_1_1"
-92.6343,33.412,"7_1_1"
-92.6357,33.4044,"7_1_1"
-92.6469,33.4045,"7_1_1"
-92.6436,33.3964,"7_1_1"
-92.6186,33.4094,"7_1_1"
-92.605,33.4018,"7_1_1"
-92.5893,33.4022,"7_1_1"
-92.5802,33.373,"7_1_1"
-92.5732,33.3732,"7_1_1"
-92.5692,33.3792,"7_1_1"
-92.562,33.3619,"7_1_1"
-92.5473,33.3661,"7_1_1"
-92.5463,33.3592,"7_1_1"
-92.5322,33.3555,"7_1_1"
-92.5357,33.3488,"7_1_1"
-92.529,33.3433,"7_1_1"
-92.5266,33.3319,"7_1_1"
-92.5194,33.3315,"7_1_1"
-92.5269,33.3202,"7_1_1"
-92.5246,33.317,"7_1_1"
-92.5001,33.3276,"7_1_1"
-92.4864,33.3156,"7_1_1"
-92.4791,33.3277,"7_1_1"
-92.4716,33.3148,"7_1_1"
-92.4614,33.3206,"7_1_1"
-92.4587,33.3171,"7_1_1"
-92.4709,33.3064,"7_1_1"
-92.4587,33.3037,"7_1_1"
-92.4733,33.294,"7_1_1"
-92.4592,33.2829,"7_1_1"
-92.4526,33.2871,"7_1_1"
-92.4451,33.2743,"7_1_1"
-92.4335,33.2771,"7_1_1"
-92.4311,33.2698,"7_1_1"
-92.3806,33.2787,"7_1_1"
-92.3614,33.2913,"7_1_1"
-92.3586,33.3014,"7_1_1"
-92.3504,33.2989,"7_1_1"
-92.3552,33.3062,"7_1_1"
-92.3657,33.3059,"7_1_1"
-92.379,33.3152,"7_1_1"
-92.3771,33.3376,"7_1_1"
-92.3825,33.3388,"7_1_1"
-92.3821,33.346,"7_1_1"
-92.3718,33.3671,"7_1_1"
-92.3765,33.3767,"7_1_1"
-92.3603,33.3795,"7_1_1"
-92.3553,33.4017,"7_1_1"
-92.3413,33.4146,"7_1_1"
-92.3372,33.4229,"7_1_1"
-92.3405,33.4309,"7_1_1"
-92.328,33.4436,"7_1_1"
-92.3296,33.4565,"7_1_1"
-92.3202,33.4691,"7_1_1"
-92.3222,33.486,"7_1_1"
-92.3111,33.4997,"7_1_1"
-92.3172,33.5207,"7_1_1"
-92.3232,33.5243,"7_1_1"
-92.3142,33.5512,"7_1_1"
-92.3259,33.5711,"7_1_1"
-92.321,33.5853,"7_1_1"
-92.3306,33.603,"7_1_1"
-92.3207,33.6325,"7_1_1"
-92.3206,33.6473,"7_1_1"
-92.3271,33.6618,"7_1_1"
-92.3201,33.6823,"7_1_1"
-92.331,33.7021,"7_1_1"
-92.3305,33.7231,"7_1_1"
-92.3365,33.7274,"7_1_1"
-92.333,33.732,"7_1_1"
-92.342,33.743,"7_1_1"
-92.3272,33.7781,"7_1_1"
-92.3342,33.795,"7_1_1"
-93.2961,36.4985,"8_1_1"
-93.8668,36.4987,"8_1_1"
-93.867,36.3864,"8_1_1"
-93.8724,36.3847,"8_1_1"
-93.8725,36.3936,"8_1_1"
-93.8826,36.3939,"8_1_1"
-93.8806,36.3848,"8_1_1"
-93.8904,36.378,"8_1_1"
-93.8854,36.3721,"8_1_1"
-93.8757,36.3793,"8_1_1"
-93.8816,36.3719,"8_1_1"
-93.8777,36.3684,"8_1_1"
-93.8743,36.3748,"8_1_1"
-93.8731,36.3701,"8_1_1"
-93.8668,36.3766,"8_1_1"
-93.868,36.336,"8_1_1"
-93.8621,36.3393,"8_1_1"
-93.8626,36.3341,"8_1_1"
-93.8562,36.3368,"8_1_1"
-93.8527,36.3335,"8_1_1"
-93.8591,36.32,"8_1_1"
-93.8558,36.3179,"8_1_1"
-93.8496,36.3305,"8_1_1"
-93.8436,36.322,"8_1_1"
-93.8332,36.3232,"8_1_1"
-93.8322,36.3127,"8_1_1"
-93.8214,36.309,"8_1_1"
-93.8155,36.313,"8_1_1"
-93.8154,36.3066,"8_1_1"
-93.6576,36.3031,"8_1_1"
-93.6567,36.2873,"8_1_1"
-93.6642,36.2843,"8_1_1"
-93.6633,36.2755,"8_1_1"
-93.6519,36.2771,"8_1_1"
-93.6487,36.2828,"8_1_1"
-93.6432,36.2779,"8_1_1"
-93.6396,36.2831,"8_1_1"
-93.6313,36.2778,"8_1_1"
-93.6417,36.2674,"8_1_1"
-93.6182,36.2589,"8_1_1"
-93.6201,36.2012,"8_1_1"
-93.6113,36.1977,"8_1_1"
-93.6116,36.1866,"8_1_1"
-93.5849,36.1857,"8_1_1"
-93.5855,36.1557,"8_1_1"
-93.5507,36.155,"8_1_1"
-93.5512,36.1263,"8_1_1"
-93.3001,36.1213,"8_1_1"
-93.2961,36.4985,"8_1_1"
-91.3495,33.5636,"9_1_1"
-91.4534,33.5638,"9_1_1"
-91.4604,33.0059,"9_1_1"
-91.1661,33.0041,"9_1_1"
-91.1624,33.0197,"9_1_1"
-91.1271,33.036,"9_1_1"
-91.1212,33.0592,"9_1_1"
-91.1498,33.0816,"9_1_1"
-91.1715,33.0878,"9_1_1"
-91.1808,33.0984,"9_1_1"
-91.2002,33.1069,"9_1_1"
-91.2018,33.1251,"9_1_1"
-91.1837,33.1417,"9_1_1"
-91.1626,33.142,"9_1_1"
-91.1504,33.1307,"9_1_1"
-91.1267,33.1291,"9_1_1"
-91.1043,33.1316,"9_1_1"
-91.0886,33.1422,"9_1_1"
-91.0844,33.1809,"9_1_1"
-91.0917,33.2208,"9_1_1"
-91.0707,33.2273,"9_1_1"
-91.0541,33.2461,"9_1_1"
-91.0438,33.2756,"9_1_1"
-91.0555,33.2863,"9_1_1"
-91.0785,33.2833,"9_1_1"
-91.1001,33.2381,"9_1_1"
-91.1281,33.2685,"9_1_1"
-91.1255,33.2803,"9_1_1"
-91.1416,33.2995,"9_1_1"
-91.1436,33.3293,"9_1_1"
-91.1414,33.351,"9_1_1"
-91.1204,33.3638,"9_1_1"
-91.1018,33.3869,"9_1_1"
-91.0753,33.406,"9_1_1"
-91.0623,33.4212,"9_1_1"
-91.0582,33.4287,"9_1_1"
-91.0598,33.4503,"9_1_1"
-91.0746,33.4558,"9_1_1"
-91.0865,33.4516,"9_1_1"
-91.0967,33.4376,"9_1_1"
-91.0969,33.411,"9_1_1"
-91.1175,33.3906,"9_1_1"
-91.145,33.3793,"9_1_1"
-91.172,33.381,"9_1_1"
-91.2065,33.4002,"9_1_1"
-91.2092,33.4063,"9_1_1"
-91.2053,33.4142,"9_1_1"
-91.1994,33.4183,"9_1_1"
-91.1751,33.4172,"9_1_1"
-91.1319,33.4301,"9_1_1"
-91.1169,33.4495,"9_1_1"
-91.1197,33.4602,"9_1_1"
-91.1264,33.474,"9_1_1"
-91.1676,33.4983,"9_1_1"
-91.1771,33.4866,"9_1_1"
-91.1694,33.4526,"9_1_1"
-91.1773,33.4436,"9_1_1"
-91.2068,33.4338,"9_1_1"
-91.2352,33.439,"9_1_1"
-91.2317,33.4571,"9_1_1"
-91.2085,33.4686,"9_1_1"
-91.1826,33.5011,"9_1_1"
-91.1853,33.5088,"9_1_1"
-91.2238,33.5378,"9_1_1"
-91.2323,33.5528,"9_1_1"
-91.2309,33.5614,"9_1_1"
-91.2446,33.5614,"9_1_1"
-91.2458,33.5171,"9_1_1"
-91.3247,33.5186,"9_1_1"
-91.3245,33.5261,"9_1_1"
-91.3334,33.5263,"9_1_1"
-91.3332,33.5336,"9_1_1"
-91.3462,33.5336,"9_1_1"
-91.3466,33.5194,"9_1_1"
-91.3508,33.5195,"9_1_1"
-91.3495,33.5636,"9_1_1"
-93.4006,34.0122,"10_1_1"
-93.4049,34.0046,"10_1_1"
-93.3933,34.002,"10_1_1"
-93.3792,33.9869,"10_1_1"
-93.3817,33.9824,"10_1_1"
-93.3763,33.9769,"10_1_1"
-93.3813,33.9737,"10_1_1"
-93.3761,33.9717,"10_1_1"
-93.3769,33.9647,"10_1_1"
-93.3719,33.965,"10_1_1"
-93.3755,33.9604,"10_1_1"
-93.3705,33.9607,"10_1_1"
-93.3734,33.9515,"10_1_1"
-93.3674,33.9527,"10_1_1"
-93.3618,33.9449,"10_1_1"
-93.3581,33.948,"10_1_1"
-93.351,33.9339,"10_1_1"
-93.3399,33.9346,"10_1_1"
-93.3378,33.9163,"10_1_1"
-93.3247,33.9178,"10_1_1"
-93.3205,33.9137,"10_1_1"
-93.3227,33.9081,"10_1_1"
-93.3109,33.9061,"10_1_1"
-93.301,33.8962,"10_1_1"
